	DECLARANT	DECLARANT_ISO	PARTNER	PARTNER_ISO	PRODUCT_HS	FLOW	TRANSPORT_MODE	PERIOD	VALUE_IN_EUROS	QUANTITY_IN_KG
579114	3	NL	73	BY	620213	1	4	201952	100	3
579115	3	NL	73	BY	620213	2	3	201952	1908	17
579116	3	NL	73	BY	620219	1	3	201952	4059	86
579117	3	NL	73	BY	620219	1	4	201952	2590	82
579118	3	NL	73	BY	620219	2	3	201952	803	4
579119	3	NL	73	BY	620291	2	3	201952	460	4
579120	3	NL	73	BY	620293	2	3	201952	4010	38
579121	3	NL	73	BY	620311	1	3	201952	50214	991
579122	3	NL	73	BY	620311	1	4	201952	30	1
579123	3	NL	73	BY	620312	1	3	201952	52612	1271
579124	3	NL	73	BY	620319	1	4	201952	3607	53
579125	3	NL	73	BY	620332	2	3	201952	2362	55
579126	3	NL	73	BY	620333	1	3	201952	1327	41
579127	3	NL	73	BY	620333	2	3	201952	944	14
579128	3	NL	73	BY	620339	1	3	201952	20774	624
579129	3	NL	73	BY	620342	1	4	201952	1115	24
579130	3	NL	73	BY	620342	2	3	201952	143642	7223
579131	3	NL	73	BY	620343	1	1	201952	33	1
579132	3	NL	73	BY	620343	1	3	201952	8434	252
579133	3	NL	73	BY	620343	2	3	201952	3746	208
579134	3	NL	73	BY	620349	1	3	201952	4947	89
579135	3	NL	73	BY	620349	2	3	201952	352	3
579136	3	NL	73	BY	620431	1	3	201952	777	21
579137	3	NL	73	BY	620431	2	3	201952	681	4
579138	3	NL	73	BY	620432	1	3	201952	50	1
579139	3	NL	73	BY	620432	2	3	201952	399	2
579140	3	NL	73	BY	620433	1	3	201952	1132	30
579141	3	NL	73	BY	620433	2	3	201952	1562	8
579142	3	NL	73	BY	620439	1	3	201952	8536	318
579143	3	NL	73	BY	620439	1	4	201952	10	1
579144	3	NL	73	BY	620439	2	3	201952	331	3
579145	3	NL	73	BY	620442	2	3	201952	645	4
579146	3	NL	73	BY	620443	2	3	201952	260	2
579147	3	NL	73	BY	620449	1	4	201952	5372	14
579148	3	NL	73	BY	620451	1	3	201952	85	3
579149	3	NL	73	BY	620452	2	3	201952	298	2
579150	3	NL	73	BY	620453	1	3	201952	1215	31
579151	3	NL	73	BY	620453	1	4	201952	527	13
579152	3	NL	73	BY	620453	2	3	201952	470	2
579153	3	NL	73	BY	620459	1	3	201952	503	18
579154	3	NL	73	BY	620459	1	4	201952	10	0
579155	3	NL	73	BY	620461	1	3	201952	516	14
579156	3	NL	73	BY	620461	2	3	201952	418	3
579157	3	NL	73	BY	620462	2	3	201952	705	10
579158	3	NL	73	BY	620463	2	3	201952	3024	18
579159	3	NL	73	BY	620469	1	3	201952	3719	105
579160	3	NL	73	BY	620469	1	4	201952	10	0
579161	3	NL	73	BY	620469	2	3	201952	298	2
579162	3	NL	73	BY	620520	2	3	201952	21903	765
579163	3	NL	73	BY	620530	1	3	201952	2896	82
579164	3	NL	73	BY	620530	2	3	201952	535	10
579165	3	NL	73	BY	620590	1	3	201952	4834	149
579166	3	NL	73	BY	620640	1	3	201952	215	6
579167	3	NL	73	BY	620640	1	4	201952	54	8
579168	3	NL	73	BY	620640	2	3	201952	67	1
579169	3	NL	73	BY	620690	1	3	201952	304	8
579170	3	NL	73	BY	620721	2	3	201952	467	9
579171	3	NL	73	BY	620791	2	3	201952	188	6
579172	3	NL	73	BY	620891	2	3	201952	352	3
579173	3	NL	73	BY	620990	1	4	201952	640	13
579174	3	NL	73	BY	621010	2	3	201952	1823	28
579175	3	NL	73	BY	621040	2	3	201952	2446	32
579176	3	NL	73	BY	621050	1	4	201952	1328	39
579177	3	NL	73	BY	621111	2	3	201952	2335	20
579178	3	NL	73	BY	621132	2	3	201952	1083	41
579179	3	NL	73	BY	621132	2	4	201952	450	2
579180	3	NL	73	BY	621133	1	3	201952	225	6
579181	3	NL	73	BY	621142	2	3	201952	572	16
579182	3	NL	73	BY	621143	2	3	201952	587	8
579183	3	NL	73	BY	621149	1	4	201952	4934	117
579184	3	NL	73	BY	621149	2	4	201952	3510	13
579185	3	NL	73	BY	621210	1	3	201952	318	1
579186	3	NL	73	BY	621210	2	3	201952	573	3
579187	3	NL	73	BY	621230	2	3	201952	416	5
579188	3	NL	73	BY	621390	2	3	201952	11	0
579189	3	NL	73	BY	621410	2	3	201952	71	0
579190	3	NL	73	BY	621420	2	3	201952	416	6
579191	3	NL	73	BY	621430	2	3	201952	1194	27
579192	3	NL	73	BY	621440	2	3	201952	587	3
579193	3	NL	73	BY	621510	2	3	201952	17	0
579194	3	NL	73	BY	621520	2	3	201952	83	1
579195	3	NL	73	BY	621590	1	3	201952	225	21
579196	3	NL	73	BY	621600	2	3	201952	7161	21
579197	3	NL	73	BY	621710	1	3	201952	4442	127
579198	3	NL	73	BY	621710	1	4	201952	1300	17
579199	3	NL	73	BY	621710	2	3	201952	2878	114
579200	3	NL	73	BY	630130	2	3	201952	66	2
579201	3	NL	73	BY	630140	2	3	201952	582	21
579202	3	NL	73	BY	630251	2	3	201952	608	59
579203	3	NL	73	BY	630260	2	3	201952	353	7
579204	3	NL	73	BY	630291	1	4	201952	44	1
579205	3	NL	73	BY	630291	2	3	201952	464	16
579206	3	NL	73	BY	630293	2	3	201952	182	13
579207	3	NL	73	BY	630491	2	3	201952	20860	2337
579208	3	NL	73	BY	630492	2	3	201952	25	3
579209	3	NL	73	BY	630532	1	3	201952	1200	266
579210	3	NL	73	BY	630532	2	3	201952	1134	292
579211	3	NL	73	BY	630533	2	3	201952	48090	17491
579212	3	NL	73	BY	630710	2	3	201952	828	160
579213	3	NL	73	BY	630720	2	3	201952	32	1
579214	3	NL	73	BY	630790	1	4	201952	4540	39
579215	3	NL	73	BY	630790	1	5	201952	28	4
579216	3	NL	73	BY	630790	2	3	201952	31087	2207
579217	3	NL	73	BY	630900	2	1	201952	341768	108655
579218	3	NL	73	BY	630900	2	3	201952	7618799	5404404
579219	3	NL	73	BY	631010	1	3	201952	2036881	5030464
579220	3	NL	73	BY	640220	2	3	201952	207	3
579221	3	NL	73	BY	640299	2	3	201952	12865	178
579222	3	NL	73	BY	640351	2	3	201952	2758	5
579223	3	NL	73	BY	640391	2	3	201952	24973	448
579224	3	NL	73	BY	640399	2	3	201952	20662	527
579225	3	NL	73	BY	640419	1	4	201952	73	1
579226	3	NL	73	BY	640419	2	3	201952	9171	151
579227	3	NL	73	BY	640590	1	3	201952	30	1
579228	3	NL	73	BY	650500	1	4	201952	90	0
579229	3	NL	73	BY	650500	2	3	201952	20039	1627
579230	3	NL	73	BY	650610	2	3	201952	205	3
579231	3	NL	73	BY	650691	2	3	201952	40	0
579232	3	NL	73	BY	650699	2	3	201952	17409	107
579233	3	NL	73	BY	660199	2	3	201952	354	8
579234	3	NL	73	BY	660200	2	3	201952	454	2
579235	3	NL	73	BY	660200	2	4	201952	3180	19
579236	3	NL	73	BY	660390	2	3	201952	583	90
579237	3	NL	73	BY	670100	2	3	201952	4602	127
579238	3	NL	73	BY	670210	2	3	201952	38271	2868
579239	3	NL	73	BY	670210	2	4	201952	742	3
579240	3	NL	73	BY	670290	2	3	201952	5065	318
579241	3	NL	73	BY	680223	1	3	201952	940	600
579242	3	NL	73	BY	680300	2	3	201952	169	29
579243	3	NL	73	BY	680410	2	1	201952	750	58
579244	3	NL	73	BY	680410	2	3	201952	3033	123
579245	3	NL	73	BY	680421	2	3	201952	11986	417
579246	3	NL	73	BY	680422	2	3	201952	8900	490
579247	3	NL	73	BY	680430	2	3	201952	232	15
579248	3	NL	73	BY	680510	2	3	201952	236	1
579249	3	NL	73	BY	680530	2	3	201952	111	12
579250	3	NL	73	BY	680610	2	3	201952	21666	605
579251	3	NL	73	BY	680710	1	3	201952	156212	443473
579252	3	NL	73	BY	680800	1	3	201952	165187	595379
579253	3	NL	73	BY	680990	2	3	201952	112	10
579254	3	NL	73	BY	681099	2	3	201952	4530	723
579255	3	NL	73	BY	681389	2	3	201952	444	4
579256	3	NL	73	BY	681510	2	3	201952	176	4
579257	3	NL	73	BY	681510	2	4	201952	1532	1
579258	3	NL	73	BY	681599	2	3	201952	993	165
579259	3	NL	73	BY	690320	2	3	201952	1581	2
579260	3	NL	73	BY	690410	2	3	201952	110741	1419942
579261	3	NL	73	BY	690722	1	3	201952	468	576
579262	3	NL	73	BY	690911	2	3	201952	539	2
579263	3	NL	73	BY	690912	2	4	201952	596	3
579264	3	NL	73	BY	690919	2	3	201952	91378	1914
579265	3	NL	73	BY	690919	2	4	201952	8324	9
579266	3	NL	73	BY	691110	2	3	201952	1498	357
579267	3	NL	73	BY	691200	1	4	201952	42	1
579268	3	NL	73	BY	691200	2	3	201952	7112	2251
579269	3	NL	73	BY	691310	2	3	201952	1203	186
579270	3	NL	73	BY	691390	2	3	201952	14884	4947
579271	3	NL	73	BY	691490	2	3	201952	3459	1111
579272	3	NL	73	BY	700529	1	3	201952	477021	1428600
579273	3	NL	73	BY	700529	1	4	201952	71	166
579274	3	NL	73	BY	700719	1	3	201952	445281	1103886
579275	3	NL	73	BY	700729	1	3	201952	122745	243727
579276	3	NL	73	BY	700910	2	3	201952	642	80
579277	3	NL	73	BY	700992	1	3	201952	125	26
579278	3	NL	73	BY	700992	1	4	201952	924	48
579279	3	NL	73	BY	700992	2	3	201952	2058	173
579280	3	NL	73	BY	701090	2	3	201952	2040	1146
579281	3	NL	73	BY	701328	2	3	201952	5798	435
579282	3	NL	73	BY	701333	2	3	201952	72	68
579283	3	NL	73	BY	701337	2	3	201952	1912	715
579284	3	NL	73	BY	701341	2	3	201952	5181	1346
579285	3	NL	73	BY	701349	2	3	201952	13099	4629
579286	3	NL	73	BY	701391	2	3	201952	1152	482
579287	3	NL	73	BY	701399	2	3	201952	19534	5086
579288	3	NL	73	BY	701590	1	3	201952	111743	5969
579289	3	NL	73	BY	701720	2	4	201952	206	2
579290	3	NL	73	BY	701790	2	3	201952	1054	6
579291	3	NL	73	BY	701790	2	4	201952	86143	127
579292	3	NL	73	BY	701919	1	3	201952	351075	30364
579293	3	NL	73	BY	701919	2	3	201952	1265	220
579294	3	NL	73	BY	701931	1	3	201952	10366	7167
579295	3	NL	73	BY	701931	2	3	201952	4315	2739
579296	3	NL	73	BY	701932	2	3	201952	5370	821
579297	3	NL	73	BY	701952	1	3	201952	152673	60677
579298	3	NL	73	BY	701959	1	3	201952	886104	131397
579299	3	NL	73	BY	701959	2	3	201952	4864	962
579300	3	NL	73	BY	701990	2	3	201952	500	1
579301	3	NL	73	BY	702000	2	3	201952	10280	51
579302	3	NL	73	BY	711311	2	4	201952	36407	7
579303	3	NL	73	BY	711719	2	3	201952	548	23
579304	3	NL	73	BY	720270	2	1	201952	336787	21000
579305	3	NL	73	BY	720421	1	3	201952	460405	324471
579306	3	NL	73	BY	720510	1	3	201952	267695	490419
579307	3	NL	73	BY	720529	2	3	201952	4926	183
579308	3	NL	73	BY	721190	2	3	201952	3758	376
579309	3	NL	73	BY	721240	2	3	201952	1267	157
579310	3	NL	73	BY	721310	1	1	201952	4471338	9834384
579311	3	NL	73	BY	721391	1	1	201952	73376433	152007339
579312	3	NL	73	BY	721399	1	1	201952	813766	1781676
579313	3	NL	73	BY	721420	1	3	201952	4461006	10149170
579314	3	NL	73	BY	721810	1	3	201952	545079	373431
579315	3	NL	73	BY	721921	2	3	201952	2057	1130
579316	3	NL	73	BY	721922	2	3	201952	5112	2809
579317	3	NL	73	BY	721931	2	3	201952	8343	4584
579318	3	NL	73	BY	721932	2	3	201952	7569	4085
579319	3	NL	73	BY	721933	2	3	201952	10864	5835
579320	3	NL	73	BY	721934	2	3	201952	6354	3406
579321	3	NL	73	BY	722240	2	3	201952	60	3
579322	3	NL	73	BY	722860	2	3	201952	4518	1697
579323	3	NL	73	BY	730419	2	3	201952	1996	968
579324	3	NL	73	BY	730424	2	3	201952	33044	5655
579325	3	NL	73	BY	730429	1	3	201952	108119	131974
579326	3	NL	73	BY	730431	2	3	201952	108987	35152
579327	3	NL	73	BY	730439	2	3	201952	103583	61226
579328	3	NL	73	BY	730441	2	3	201952	923	83
579329	3	NL	73	BY	730449	2	3	201952	4662	335
579330	3	NL	73	BY	730459	1	3	201952	11017	13254
579331	3	NL	73	BY	730490	2	3	201952	2618	21
579332	3	NL	73	BY	730531	1	3	201952	6698	16360
579333	3	NL	73	BY	730630	2	3	201952	3862	794
579334	3	NL	73	BY	730661	2	3	201952	106435	96255
579335	3	NL	73	BY	730719	2	3	201952	11854	2941
579336	3	NL	73	BY	730719	2	4	201952	23	1
579337	3	NL	73	BY	730721	2	3	201952	1698	141
579338	3	NL	73	BY	730722	2	3	201952	996	4
579339	3	NL	73	BY	730722	2	4	201952	7296	47
579340	3	NL	73	BY	730729	2	3	201952	16668	113
579341	3	NL	73	BY	730729	2	4	201952	395	1
579342	3	NL	73	BY	730791	2	3	201952	2140	802
579343	3	NL	73	BY	730792	2	3	201952	220	4
579344	3	NL	73	BY	730792	2	4	201952	303	2
579345	3	NL	73	BY	730793	2	3	201952	4682	982
579346	3	NL	73	BY	730799	2	3	201952	10295	2893
579347	3	NL	73	BY	730890	2	3	201952	82545	17211
579348	3	NL	73	BY	730890	2	4	201952	13912	1971
579349	3	NL	73	BY	730900	1	3	201952	96376	29887
579350	3	NL	73	BY	731010	2	3	201952	11148	335
579351	3	NL	73	BY	731021	2	3	201952	54	11
579352	3	NL	73	BY	731029	1	3	201952	8320	4285
579353	3	NL	73	BY	731029	2	3	201952	25188	741
579354	3	NL	73	BY	731210	2	3	201952	7436	142
579355	3	NL	73	BY	731290	2	3	201952	552	8
579356	3	NL	73	BY	731412	2	3	201952	19190	245
579357	3	NL	73	BY	731449	2	3	201952	5060	215
579358	3	NL	73	BY	731511	2	3	201952	6881	122
579359	3	NL	73	BY	731512	2	3	201952	2307	660
579360	3	NL	73	BY	731519	2	3	201952	111	1
579361	3	NL	73	BY	731589	2	3	201952	3002	568
579362	3	NL	73	BY	731700	1	3	201952	5	2
579363	3	NL	73	BY	731700	2	3	201952	1508	63
579364	3	NL	73	BY	731811	2	3	201952	1616	13
579365	3	NL	73	BY	731813	2	3	201952	501	64
579366	3	NL	73	BY	731814	2	3	201952	200	20
579367	3	NL	73	BY	731815	1	3	201952	73	1
579368	3	NL	73	BY	731815	2	1	201952	193	44
579369	3	NL	73	BY	731815	2	3	201952	3287	330
579370	3	NL	73	BY	731815	2	4	201952	4652	49
579371	3	NL	73	BY	731816	2	3	201952	821	185
579372	3	NL	73	BY	731816	2	4	201952	177	3
579373	3	NL	73	BY	731819	2	3	201952	1021	28
579374	3	NL	73	BY	731821	2	4	201952	403	3
579375	3	NL	73	BY	731822	2	3	201952	28	1
579376	3	NL	73	BY	731822	2	4	201952	95	2
579377	3	NL	73	BY	731824	2	3	201952	2913	36
579378	3	NL	73	BY	731829	1	3	201952	127	1
579379	3	NL	73	BY	731829	2	3	201952	7357	56
579380	3	NL	73	BY	731829	2	4	201952	3939	16
579381	3	NL	73	BY	732010	2	3	201952	2258	127
579382	3	NL	73	BY	732020	2	3	201952	172	6
579383	3	NL	73	BY	732020	2	4	201952	63	2
579384	3	NL	73	BY	732111	2	3	201952	2268	872
579385	3	NL	73	BY	732119	1	3	201952	70188	23769
579386	3	NL	73	BY	732190	2	3	201952	362	6
579387	3	NL	73	BY	732290	2	3	201952	25764	1294
579388	3	NL	73	BY	732392	2	3	201952	2085	240
579389	3	NL	73	BY	732393	2	3	201952	5934	1160
579390	3	NL	73	BY	732399	2	3	201952	5056	424
579391	3	NL	73	BY	732410	2	3	201952	2561	150
579392	3	NL	73	BY	732490	2	3	201952	766	44
579393	3	NL	73	BY	732510	2	4	201952	1833	39
579394	3	NL	73	BY	732599	2	3	201952	2100	1000
579395	3	NL	73	BY	732620	1	3	201952	908	128
579396	3	NL	73	BY	732620	2	1	201952	1005	345
579397	3	NL	73	BY	732620	2	3	201952	428	24
579398	3	NL	73	BY	732690	1	3	201952	11616	7529
579399	3	NL	73	BY	732690	1	4	201952	440	13
579400	3	NL	73	BY	732690	2	3	201952	205127	29510
579401	3	NL	73	BY	732690	2	4	201952	11283	295
579402	3	NL	73	BY	740400	1	3	201952	308004	201000
579403	3	NL	73	BY	740400	2	3	201952	128839	43820
579404	3	NL	73	BY	740821	2	3	201952	5614	752
579405	3	NL	73	BY	740921	1	3	201952	96091	21648
579406	3	NL	73	BY	740921	2	3	201952	3007178	471384
579407	3	NL	73	BY	741011	2	3	201952	1992418	290287
579408	3	NL	73	BY	741012	2	3	201952	504987	87095
579409	3	NL	73	BY	741121	2	3	201952	16	1
579410	3	NL	73	BY	741210	2	3	201952	38	1
579411	3	NL	73	BY	741220	2	3	201952	546	21
579412	3	NL	73	BY	741300	2	3	201952	352	1
579413	3	NL	73	BY	741521	2	3	201952	90	1
579414	3	NL	73	BY	741521	2	4	201952	56	2
579415	3	NL	73	BY	741529	2	4	201952	154	11
579416	3	NL	73	BY	741810	2	3	201952	234	6
579417	3	NL	73	BY	741820	2	3	201952	998	29
579418	3	NL	73	BY	741999	2	2	201952	1	1
579419	3	NL	73	BY	741999	2	3	201952	238217	4500
579420	3	NL	73	BY	760120	2	3	201952	8700	3000
579421	3	NL	73	BY	760429	2	3	201952	22712	1044
579422	3	NL	73	BY	760429	2	4	201952	230	7
579423	3	NL	73	BY	760521	2	3	201952	200861	58251
579424	3	NL	73	BY	760692	2	3	201952	2593	47
579425	3	NL	73	BY	760711	2	3	201952	3708	1091
579426	3	NL	73	BY	760720	2	3	201952	176195	50452
579427	3	NL	73	BY	760820	2	3	201952	74	5
579428	3	NL	73	BY	760900	2	3	201952	166	1
579429	3	NL	73	BY	761010	1	3	201952	32001	1569
579430	3	NL	73	BY	761090	2	3	201952	224	9
579431	3	NL	73	BY	761290	2	3	201952	150	1
579432	3	NL	73	BY	761510	2	3	201952	60	5
579433	3	NL	73	BY	761610	2	3	201952	32	8
579434	3	NL	73	BY	761699	2	3	201952	241514	40396
579435	3	NL	73	BY	761699	2	4	201952	6202	428
579436	3	NL	73	BY	780600	1	4	201952	19352	335
579437	3	NL	73	BY	790700	2	3	201952	297	20
579438	3	NL	73	BY	790700	2	4	201952	87	5
579439	3	NL	73	BY	810196	2	3	201952	4380	126
579440	3	NL	73	BY	810199	2	3	201952	25	1
579441	3	NL	73	BY	810411	2	3	201952	281641	115868
579442	3	NL	73	BY	810890	2	3	201952	14830	155
579443	3	NL	73	BY	820130	2	3	201952	75	7
579444	3	NL	73	BY	820140	2	3	201952	267	40
579445	3	NL	73	BY	820150	2	3	201952	7811	325
579446	3	NL	73	BY	820160	2	3	201952	10739	445
579447	3	NL	73	BY	820190	2	3	201952	1906	139
579448	3	NL	73	BY	820210	1	0	201952	4691	411
579449	3	NL	73	BY	820210	1	1	201952	27671	1514
579450	3	NL	73	BY	820210	1	3	201952	1776021	83997
579451	3	NL	73	BY	820210	2	3	201952	25088	1366
579452	3	NL	73	BY	820220	1	0	201952	8617	481
579453	3	NL	73	BY	820220	1	1	201952	3063277	377435
579454	3	NL	73	BY	820220	1	3	201952	58540	1304
579455	3	NL	73	BY	820220	2	3	201952	1601200	78318
579456	3	NL	73	BY	820231	2	3	201952	936	21
579457	3	NL	73	BY	820239	2	3	201952	2877	49
579458	3	NL	73	BY	820240	2	3	201952	99	5
579459	3	NL	73	BY	820291	1	0	201952	872	40
579460	3	NL	73	BY	820291	1	1	201952	346779	22795
579461	3	NL	73	BY	820291	1	3	201952	54	2
579462	3	NL	73	BY	820291	2	3	201952	12891	256
579463	3	NL	73	BY	820299	1	0	201952	2867	77
579464	3	NL	73	BY	820299	1	1	201952	1100488	100620
579465	3	NL	73	BY	820299	1	3	201952	26013	1381
579466	3	NL	73	BY	820299	2	3	201952	425	16
579467	3	NL	73	BY	820310	2	3	201952	6294	388
579468	3	NL	73	BY	820320	2	3	201952	12584	238
579469	3	NL	73	BY	820320	2	4	201952	597	3
579470	3	NL	73	BY	820330	2	3	201952	242	16
579471	3	NL	73	BY	820340	2	3	201952	2665	110
579472	3	NL	73	BY	820411	1	0	201952	1	0
579473	3	NL	73	BY	820411	2	3	201952	6068	247
579474	3	NL	73	BY	820411	2	4	201952	173	5
579475	3	NL	73	BY	820412	2	3	201952	1998	80
579476	3	NL	73	BY	820420	1	0	201952	1	0
579477	3	NL	73	BY	820420	2	3	201952	8404	339
579478	3	NL	73	BY	820520	2	3	201952	565	44
579479	3	NL	73	BY	820530	1	0	201952	3	0
579480	3	NL	73	BY	820530	1	3	201952	1487	70
579481	3	NL	73	BY	820530	2	3	201952	424	23
579482	3	NL	73	BY	820540	2	3	201952	4066	100
579483	3	NL	73	BY	820551	2	3	201952	595	73
579484	3	NL	73	BY	820559	1	0	201952	3386	167
579485	3	NL	73	BY	820559	1	3	201952	1234454	32793
579486	3	NL	73	BY	820559	1	4	201952	2395	25
579487	3	NL	73	BY	820559	2	3	201952	16417	1996
579488	3	NL	73	BY	820559	2	4	201952	40	2
579489	3	NL	73	BY	820570	2	3	201952	984	202
579490	3	NL	73	BY	820590	1	3	201952	143	19
579491	3	NL	73	BY	820600	2	3	201952	50877	2378
579492	3	NL	73	BY	820740	2	3	201952	24	2
579493	3	NL	73	BY	820740	2	4	201952	3515	16
579494	3	NL	73	BY	820750	1	0	201952	3	0
579495	3	NL	73	BY	820750	1	3	201952	1900	40
579496	3	NL	73	BY	820750	2	3	201952	3883	58
579497	3	NL	73	BY	820750	2	4	201952	2583	9
579498	3	NL	73	BY	820760	1	0	201952	235	6
579499	3	NL	73	BY	820760	1	1	201952	1853	127
579500	3	NL	73	BY	820760	1	3	201952	78827	1868
579501	3	NL	73	BY	820760	2	3	201952	23	1
579502	3	NL	73	BY	820760	2	4	201952	4701	59
579503	3	NL	73	BY	820770	2	1	201952	8315	18
579504	3	NL	73	BY	820770	2	3	201952	2000	27
579505	3	NL	73	BY	820770	2	4	201952	6339	10
579506	3	NL	73	BY	820780	2	3	201952	228	12
579507	3	NL	73	BY	820780	2	4	201952	2202	4
579508	3	NL	73	BY	820790	1	0	201952	3	0
579509	3	NL	73	BY	820790	2	3	201952	28483	348
579510	3	NL	73	BY	820830	2	3	201952	173849	1659
579511	3	NL	73	BY	820840	2	3	201952	355	8
579512	3	NL	73	BY	820890	2	1	201952	2355	340
579513	3	NL	73	BY	820890	2	3	201952	26930	1924
579514	3	NL	73	BY	820900	2	1	201952	30887	51
579515	3	NL	73	BY	820900	2	3	201952	4762	31
579516	3	NL	73	BY	820900	2	4	201952	281991	581
579517	3	NL	73	BY	821110	2	3	201952	153	24
579518	3	NL	73	BY	821192	2	3	201952	2709	113
579519	3	NL	73	BY	821193	1	0	201952	1	0
579520	3	NL	73	BY	821193	2	3	201952	339	8
579521	3	NL	73	BY	821194	2	3	201952	36	4
579522	3	NL	73	BY	821210	2	3	201952	10000	40
579523	3	NL	73	BY	821300	2	3	201952	91	10
579524	3	NL	73	BY	821420	2	3	201952	20	1
579525	3	NL	73	BY	821490	2	3	201952	5416	144
579526	3	NL	73	BY	821520	2	3	201952	1074	39
579527	3	NL	73	BY	821599	2	3	201952	22	4
579528	3	NL	73	BY	830110	2	3	201952	8577	155
579529	3	NL	73	BY	830120	2	3	201952	20	1
579530	3	NL	73	BY	830140	2	3	201952	5770	187
579531	3	NL	73	BY	830160	2	3	201952	5884	228
579532	3	NL	73	BY	830210	2	3	201952	184	5
579533	3	NL	73	BY	830230	2	3	201952	135	8
579534	3	NL	73	BY	830241	2	3	201952	170	6
579535	3	NL	73	BY	830242	2	3	201952	3108	103
579536	3	NL	73	BY	830249	2	3	201952	4288	209
579537	3	NL	73	BY	830249	2	4	201952	359	20
579538	3	NL	73	BY	830250	2	3	201952	11263	667
579539	3	NL	73	BY	830300	2	3	201952	110	5
579540	3	NL	73	BY	830520	2	3	201952	388	9
579541	3	NL	73	BY	830610	2	3	201952	3863	179
579542	3	NL	73	BY	830629	1	3	201952	3	5
579543	3	NL	73	BY	830629	2	3	201952	3162	321
579544	3	NL	73	BY	830630	2	3	201952	230	10
579545	3	NL	73	BY	830710	2	4	201952	5686	60
579546	3	NL	73	BY	830790	2	3	201952	33028	7573
579547	3	NL	73	BY	830810	2	3	201952	7804	557
579548	3	NL	73	BY	830820	2	3	201952	5062	1230
579549	3	NL	73	BY	830890	2	3	201952	4036	1811
579550	3	NL	73	BY	830990	1	3	201952	2291	483
579551	3	NL	73	BY	830990	2	3	201952	1656	64
579552	3	NL	73	BY	831000	1	4	201952	91	2
579553	3	NL	73	BY	831000	2	3	201952	9030	145
579554	3	NL	73	BY	831190	2	3	201952	5	1
579555	3	NL	73	BY	840310	2	3	201952	173691	11120
579556	3	NL	73	BY	840390	2	3	201952	104	2
579557	3	NL	73	BY	840420	2	3	201952	690	23
579558	3	NL	73	BY	840590	2	4	201952	1578	26
579559	3	NL	73	BY	840682	2	3	201952	1390000	14000
579560	3	NL	73	BY	840690	2	3	201952	44033	1698
579561	3	NL	73	BY	840734	2	3	201952	25455	66655
579562	3	NL	73	BY	840820	2	3	201952	25430	37243
579563	3	NL	73	BY	840890	2	3	201952	37100	2420
579564	3	NL	73	BY	840991	2	3	201952	20736	442
579565	3	NL	73	BY	840991	2	4	201952	101140	533
579566	3	NL	73	BY	840999	2	4	201952	13196	84
579567	3	NL	73	BY	841191	2	4	201952	1298	1
579568	3	NL	73	BY	841199	2	3	201952	227838	1947
579569	3	NL	73	BY	841199	2	4	201952	1008	15
579570	3	NL	73	BY	841221	1	3	201952	209032	43443
579571	3	NL	73	BY	841221	2	3	201952	4847	1509
579572	3	NL	73	BY	841231	1	3	201952	1715	8
579573	3	NL	73	BY	841231	2	3	201952	3644	31
579574	3	NL	73	BY	841231	2	4	201952	1204	4
579575	3	NL	73	BY	841239	2	3	201952	10315	28
579576	3	NL	73	BY	841290	2	3	201952	2286	12
579577	3	NL	73	BY	841290	2	4	201952	26123	14
579578	3	NL	73	BY	841311	2	3	201952	1788800	1511609
579579	3	NL	73	BY	841319	2	3	201952	2720	10
579580	3	NL	73	BY	841319	2	4	201952	1283	31
579581	3	NL	73	BY	841320	2	3	201952	800	83
579582	3	NL	73	BY	841330	2	2	201952	129	4
579583	3	NL	73	BY	841330	2	3	201952	20	20
579584	3	NL	73	BY	841350	2	3	201952	54054	1244
579585	3	NL	73	BY	841360	2	3	201952	3687	58
579586	3	NL	73	BY	841370	1	3	201952	53400	129
579587	3	NL	73	BY	841370	2	3	201952	3418647	417512
579588	3	NL	73	BY	841381	2	3	201952	961	4
579589	3	NL	73	BY	841382	2	3	201952	639	28
579590	3	NL	73	BY	841391	2	2	201952	140	1
579591	3	NL	73	BY	841391	2	3	201952	549207	10496
579592	3	NL	73	BY	841391	2	4	201952	9337	21
579593	3	NL	73	BY	841392	2	4	201952	3535	36
579594	3	NL	73	BY	841410	1	3	201952	908	2
579595	3	NL	73	BY	841410	2	4	201952	3423	34
579596	3	NL	73	BY	841430	2	3	201952	29954	2146
579597	3	NL	73	BY	841430	2	4	201952	440	85
579598	3	NL	73	BY	841451	2	3	201952	72994	3366
579599	3	NL	73	BY	841459	2	1	201952	50180	1424
579600	3	NL	73	BY	841459	2	3	201952	404119	3678
579601	3	NL	73	BY	841459	2	4	201952	14626	2336
579602	3	NL	73	BY	841480	1	3	201952	3166	1703
579603	3	NL	73	BY	841480	2	3	201952	35892	23238
579604	3	NL	73	BY	841490	2	3	201952	179277	7047
579605	3	NL	73	BY	841490	2	4	201952	145635	506
579606	3	NL	73	BY	841510	2	3	201952	41484	714
579607	3	NL	73	BY	841582	2	3	201952	112957	3700
579608	3	NL	73	BY	841590	2	3	201952	296410	24484
579609	3	NL	73	BY	841590	2	4	201952	1181	4
579610	3	NL	73	BY	841690	2	3	201952	711	1
579611	3	NL	73	BY	841810	2	3	201952	840	84
